Dealer,State,SaleDate,Make,Model,Year,Mileage,SalePrice,CostPrice,Profit,PaymentType,CustomerType,DaysOnLot,CarType
Toyota of Houston,TX,2022-04-08,Toyota,Tundra,2020,43298,30053,25196,4856,Cash,New,39,Truck
Toyota of Los Angeles,CA,2019-04-17,Toyota,Prius,2023,28837,33611,30934,2677,Loan,Returning,36,Hatchback
Toyota of Manhattan,NY,2016-07-19,Toyota,Prius,2024,23788,31392,26631,4761,Cash,New,44,Hatchback
Bay Area Toyota,CA,2022-11-13,Toyota,Prius,2011,74904,20389,18589,1799,Lease,New,32,Hatchback
Queens Toyota,NY,2020-10-03,Toyota,Tundra,2010,68964,12580,10607,1972,Cash,Returning,52,Truck
San Diego Toyota,CA,2016-04-02,Toyota,Tacoma,2016,67293,25317,20588,4728,Loan,Returning,64,Truck
Toyota of Houston,TX,2022-12-11,Toyota,Prius,2018,73423,24901,22592,2309,Loan,New,46,Hatchback
San Diego Toyota,CA,2023-02-22,Toyota,Tundra,2019,74092,18882,16095,2786,Loan,New,46,Truck
Bay Area Toyota,CA,2020-05-12,Toyota,Camry,2014,38665,22989,21552,1437,Cash,New,27,Sedan
Toyota of Manhattan,NY,2015-05-26,Toyota,Camry,2019,14112,28338,26227,2111,Loan,New,14,Sedan
Toyota of Los Angeles,CA,2016-03-22,Toyota,Highlander,2017,70225,20278,17115,3163,Loan,New,25,SUV
Queens Toyota,NY,2018-11-19,Toyota,Highlander,2022,19903,33196,28448,4747,Cash,New,49,SUV
Brooklyn Toyota,NY,2020-06-05,Toyota,Tacoma,2017,46583,22858,19437,3420,Cash,New,31,Truck
Toyota of Houston,TX,2015-03-07,Toyota,Camry,2017,86877,27220,25331,1889,Loan,New,42,Sedan
Toyota of Los Angeles,CA,2021-01-20,Toyota,Camry,2023,25475,32544,28666,3878,Loan,New,21,Sedan
Austin Toyota,TX,2019-07-10,Toyota,Highlander,2013,51609,19079,16502,2577,Cash,New,24,SUV
Brooklyn Toyota,NY,2023-04-22,Toyota,Corolla,2012,65593,16852,15918,933,Loan,New,41,Sedan
Queens Toyota,NY,2015-12-18,Toyota,Rav4,2010,43642,18013,15958,2055,Lease,New,38,SUV
Austin Toyota,TX,2021-01-01,Toyota,Tacoma,2023,43420,31700,26376,5323,Loan,New,36,Truck
Austin Toyota,TX,2021-09-27,Toyota,Corolla,2010,76586,13741,12704,1037,Loan,New,37,Sedan
San Diego Toyota,CA,2024-12-26,Toyota,Tacoma,2020,49535,23327,22023,1303,Loan,New,37,Truck
San Diego Toyota,CA,2015-01-17,Toyota,Highlander,2019,72054,17180,15238,1941,Loan,New,48,SUV
Austin Toyota,TX,2020-07-17,Toyota,Corolla,2019,17106,30861,27177,3683,Loan,Returning,47,Sedan
Toyota of Manhattan,NY,2018-07-01,Toyota,Prius,2013,68983,19678,18302,1376,Loan,New,60,Hatchback
Dallas Toyota,TX,2021-08-12,Toyota,Highlander,2016,64159,18917,17431,1485,Cash,Returning,55,SUV
San Diego Toyota,CA,2023-02-12,Toyota,Rav4,2012,51410,20245,16608,3637,Cash,New,52,SUV
Toyota of Houston,TX,2021-08-03,Toyota,Rav4,2016,97601,20133,18870,1263,Loan,New,23,SUV
San Diego Toyota,CA,2016-01-18,Toyota,Highlander,2010,56199,13767,12887,880,Loan,Returning,54,SUV
Bay Area Toyota,CA,2022-07-01,Toyota,Prius,2016,65498,25539,22322,3217,Loan,New,56,Hatchback
Toyota of Houston,TX,2024-03-26,Toyota,Camry,2024,61241,20529,16847,3681,Cash,New,45,Sedan
Toyota of Houston,TX,2024-07-24,Toyota,Prius,2018,38990,25687,24183,1504,Lease,New,33,Hatchback
Toyota of Houston,TX,2022-07-22,Toyota,Prius,2021,50889,31051,27730,3321,Loan,New,33,Hatchback
Brooklyn Toyota,NY,2021-03-04,Toyota,Rav4,2021,40311,26277,21080,5196,Loan,New,63,SUV
Toyota of Manhattan,NY,2024-10-16,Toyota,Tacoma,2011,59084,16452,13691,2761,Cash,Returning,38,Truck
Toyota of Los Angeles,CA,2020-06-28,Toyota,Corolla,2012,97271,8278,7708,569,Cash,New,43,Sedan
Queens Toyota,NY,2018-01-01,Toyota,Tacoma,2017,39171,28116,25020,3096,Loan,New,31,Truck
Bay Area Toyota,CA,2019-11-11,Toyota,Corolla,2013,41799,28911,27296,1614,Loan,New,61,Sedan
Bay Area Toyota,CA,2019-07-11,Toyota,Corolla,2022,3569,32230,27434,4795,Loan,New,68,Sedan
Toyota of Houston,TX,2016-11-27,Toyota,Rav4,2019,27131,32318,28387,3931,Loan,Returning,25,SUV
Toyota of Houston,TX,2020-10-19,Toyota,Rav4,2016,64173,31702,29155,2547,Cash,Returning,36,SUV
Queens Toyota,NY,2022-08-02,Toyota,Tacoma,2018,28015,25409,22828,2581,Cash,New,37,Truck
Toyota of Manhattan,NY,2015-11-17,Toyota,Rav4,2017,80487,19801,16033,3767,Lease,New,31,SUV
Bay Area Toyota,CA,2016-11-10,Toyota,Camry,2023,20337,26473,24489,1983,Loan,New,41,Sedan
Toyota of Manhattan,NY,2024-05-26,Toyota,Tacoma,2020,65796,25246,20253,4992,Loan,New,12,Truck
Toyota of Manhattan,NY,2022-12-13,Toyota,Camry,2023,47750,30767,28712,2055,Loan,New,71,Sedan
Queens Toyota,NY,2021-10-23,Toyota,Corolla,2017,50834,27508,24070,3437,Lease,New,36,Sedan
Toyota of Los Angeles,CA,2016-08-05,Toyota,Prius,2018,72080,26388,22442,3946,Loan,New,47,Hatchback
Toyota of Manhattan,NY,2015-12-05,Toyota,Prius,2019,37384,19407,17592,1814,Loan,New,55,Hatchback
Brooklyn Toyota,NY,2019-02-14,Toyota,Prius,2018,79348,25365,22495,2870,Loan,New,30,Hatchback
Queens Toyota,NY,2023-08-09,Toyota,Corolla,2019,59187,27369,24974,2395,Loan,New,57,Sedan
Bay Area Toyota,CA,2023-10-20,Toyota,Tundra,2018,85254,25064,21984,3080,Loan,New,27,Truck
Queens Toyota,NY,2017-01-05,Toyota,Prius,2016,77308,26078,21270,4807,Cash,New,70,Hatchback
Toyota of Los Angeles,CA,2020-03-03,Toyota,Corolla,2023,19008,33230,27392,5837,Loan,New,32,Sedan
Austin Toyota,TX,2021-01-04,Toyota,Rav4,2021,66470,27664,22741,4922,Lease,Returning,65,SUV
Austin Toyota,TX,2019-07-16,Toyota,Highlander,2022,70152,27517,22072,5445,Cash,New,59,SUV
Toyota of Los Angeles,CA,2019-12-09,Toyota,Tundra,2010,80005,19746,17049,2696,Loan,New,39,Truck
Brooklyn Toyota,NY,2017-11-12,Toyota,Tacoma,2014,39679,17600,15465,2134,Loan,New,37,Truck
Austin Toyota,TX,2016-07-08,Toyota,Corolla,2019,43813,23824,20233,3591,Cash,New,39,Sedan
Toyota of Manhattan,NY,2017-06-09,Toyota,Camry,2020,18697,27291,24818,2472,Loan,New,42,Sedan
Toyota of Los Angeles,CA,2016-07-21,Toyota,Corolla,2021,51979,37680,32012,5667,Cash,New,31,Sedan
San Diego Toyota,CA,2024-03-27,Toyota,Highlander,2022,72593,35318,31383,3935,Loan,New,32,SUV
San Diego Toyota,CA,2017-01-09,Toyota,Rav4,2015,45296,28750,27178,1572,Loan,New,22,SUV
Brooklyn Toyota,NY,2019-10-12,Toyota,Camry,2023,29278,35939,31189,4749,Cash,New,20,Sedan
Austin Toyota,TX,2024-01-19,Toyota,Tacoma,2013,93161,25546,22860,2686,Cash,New,45,Truck
San Diego Toyota,CA,2022-08-08,Toyota,Corolla,2023,40943,28113,25838,2275,Lease,New,19,Sedan
Austin Toyota,TX,2022-05-07,Toyota,Rav4,2019,15699,28776,23770,5005,Lease,New,37,SUV
Bay Area Toyota,CA,2023-06-20,Toyota,Highlander,2021,44497,31474,26403,5071,Loan,New,35,SUV
Brooklyn Toyota,NY,2021-04-08,Toyota,Highlander,2018,22919,26599,25037,1562,Loan,New,40,SUV
Austin Toyota,TX,2016-02-02,Toyota,Highlander,2020,43378,29597,27120,2477,Loan,New,28,SUV
Toyota of Los Angeles,CA,2024-12-04,Toyota,Prius,2022,66726,29271,27460,1810,Loan,Returning,55,Hatchback
San Diego Toyota,CA,2021-01-02,Toyota,Prius,2016,70227,21108,17555,3552,Loan,New,15,Hatchback
Queens Toyota,NY,2018-11-03,Toyota,Corolla,2012,70568,15759,14505,1254,Loan,New,51,Sedan
Brooklyn Toyota,NY,2019-08-19,Toyota,Highlander,2024,52556,36747,31119,5627,Loan,Returning,41,SUV
Toyota of Houston,TX,2021-08-12,Toyota,Tacoma,2018,76359,23638,19002,4636,Loan,New,47,Truck
Toyota of Manhattan,NY,2020-06-03,Toyota,Camry,2020,56738,19072,16791,2280,Lease,New,15,Sedan
Austin Toyota,TX,2020-06-03,Toyota,Tacoma,2014,62454,23770,19545,4225,Loan,New,68,Truck
Bay Area Toyota,CA,2024-10-07,Toyota,Tundra,2016,76163,24925,22624,2301,Loan,Returning,41,Truck
Brooklyn Toyota,NY,2023-01-18,Toyota,Tundra,2020,77945,31963,25721,6241,Loan,Returning,61,Truck
Brooklyn Toyota,NY,2019-10-16,Toyota,Tundra,2012,101585,13593,12212,1380,Loan,New,37,Truck
Queens Toyota,NY,2017-05-27,Toyota,Highlander,2016,67755,21646,20331,1314,Cash,New,42,SUV
Brooklyn Toyota,NY,2016-03-12,Toyota,Tacoma,2010,92988,12736,11797,938,Cash,New,46,Truck
Austin Toyota,TX,2022-10-03,Toyota,Camry,2018,49971,28712,26731,1980,Loan,Returning,26,Sedan
Toyota of Manhattan,NY,2018-02-22,Toyota,Camry,2014,78335,22278,21140,1137,Lease,New,54,Sedan
Bay Area Toyota,CA,2024-03-09,Toyota,Tundra,2021,61735,28985,24851,4134,Cash,Returning,46,Truck
Toyota of Houston,TX,2015-01-17,Toyota,Camry,2010,67170,20743,19339,1404,Loan,New,36,Sedan
Queens Toyota,NY,2022-08-10,Toyota,Tundra,2011,74383,27313,24532,2780,Lease,New,37,Truck
Toyota of Houston,TX,2024-12-17,Toyota,Corolla,2020,58154,31599,29110,2489,Lease,New,28,Sedan
Austin Toyota,TX,2021-12-10,Toyota,Camry,2010,69814,25119,23234,1884,Loan,Returning,37,Sedan
Brooklyn Toyota,NY,2020-02-12,Toyota,Tundra,2014,64479,25821,24167,1654,Loan,New,58,Truck
Dallas Toyota,TX,2018-02-02,Toyota,Tundra,2010,59384,16499,13285,3213,Lease,New,56,Truck
Austin Toyota,TX,2016-11-12,Toyota,Highlander,2017,51511,24093,22082,2010,Cash,New,34,SUV
Brooklyn Toyota,NY,2016-04-17,Toyota,Prius,2023,54738,23470,18978,4492,Lease,New,40,Hatchback
Austin Toyota,TX,2024-11-07,Toyota,Rav4,2017,98526,24080,22624,1456,Cash,New,41,SUV
Bay Area Toyota,CA,2020-03-07,Toyota,Tacoma,2015,56714,20420,16686,3733,Lease,New,18,Truck
Toyota of Los Angeles,CA,2019-08-27,Toyota,Highlander,2018,35338,26263,24584,1679,Lease,Returning,40,SUV
Toyota of Manhattan,NY,2023-05-06,Toyota,Tacoma,2020,41725,21924,18847,3076,Loan,New,37,Truck
Bay Area Toyota,CA,2019-04-15,Toyota,Camry,2024,23229,35062,32856,2205,Loan,New,18,Sedan
San Diego Toyota,CA,2017-12-16,Toyota,Corolla,2018,91826,18468,15628,2839,Cash,New,18,Sedan
Bay Area Toyota,CA,2021-01-21,Toyota,Rav4,2012,58181,19268,16403,2864,Loan,New,33,SUV
Toyota of Houston,TX,2023-12-28,Toyota,Rav4,2018,42904,24646,20422,4223,Cash,Returning,37,SUV
Dallas Toyota,TX,2016-06-17,Toyota,Rav4,2013,52569,21570,18908,2661,Loan,New,39,SUV
Dallas Toyota,TX,2020-07-23,Toyota,Rav4,2024,34114,29065,27375,1690,Loan,New,34,SUV
Queens Toyota,NY,2016-07-24,Toyota,Prius,2023,2927,29924,25372,4552,Cash,Returning,41,Hatchback
Bay Area Toyota,CA,2019-10-02,Toyota,Rav4,2019,43874,25559,24169,1389,Loan,New,31,SUV
Toyota of Los Angeles,CA,2018-06-17,Toyota,Tundra,2022,64160,34555,31896,2659,Loan,Returning,38,Truck
Queens Toyota,NY,2018-04-09,Toyota,Corolla,2011,68434,15377,13835,1541,Lease,New,48,Sedan
Bay Area Toyota,CA,2020-12-25,Toyota,Camry,2016,89481,25764,22659,3105,Loan,New,50,Sedan
Toyota of Houston,TX,2021-09-28,Toyota,Highlander,2013,120727,12018,10533,1485,Lease,New,53,SUV
Toyota of Houston,TX,2022-01-04,Toyota,Corolla,2018,37331,24447,22755,1691,Loan,New,30,Sedan
Dallas Toyota,TX,2019-12-17,Toyota,Tacoma,2010,107759,19003,17003,1999,Lease,New,60,Truck
Bay Area Toyota,CA,2017-10-20,Toyota,Tundra,2016,90390,23614,21101,2513,Loan,New,39,Truck
Dallas Toyota,TX,2022-10-28,Toyota,Tundra,2023,8738,34504,31941,2562,Lease,New,41,Truck
Bay Area Toyota,CA,2016-09-16,Toyota,Tacoma,2011,62158,14239,13513,726,Loan,New,21,Truck
Austin Toyota,TX,2019-07-18,Toyota,Corolla,2019,59600,27680,22694,4985,Cash,New,29,Sedan
Queens Toyota,NY,2020-06-13,Toyota,Rav4,2016,46770,22792,21567,1224,Lease,New,35,SUV
Dallas Toyota,TX,2020-08-11,Toyota,Camry,2019,72878,22600,20117,2483,Cash,New,31,Sedan
Brooklyn Toyota,NY,2022-11-09,Toyota,Prius,2014,116350,23535,22229,1306,Loan,New,13,Hatchback
Dallas Toyota,TX,2017-02-18,Toyota,Corolla,2012,74873,14649,12020,2629,Cash,New,43,Sedan
Brooklyn Toyota,NY,2017-04-07,Toyota,Prius,2020,30357,30267,25736,4531,Loan,Returning,33,Hatchback
Austin Toyota,TX,2023-08-21,Toyota,Tundra,2013,86029,22823,20191,2631,Loan,New,58,Truck
Toyota of Manhattan,NY,2017-12-25,Toyota,Tacoma,2011,76054,17465,14630,2835,Cash,New,42,Truck
Queens Toyota,NY,2020-11-12,Toyota,Prius,2013,32642,23141,19353,3788,Cash,New,28,Hatchback
Austin Toyota,TX,2021-04-21,Toyota,Tundra,2017,71596,27031,21705,5325,Lease,New,32,Truck
Toyota of Los Angeles,CA,2022-08-03,Toyota,Tundra,2013,49289,13670,12023,1647,Cash,New,52,Truck
Queens Toyota,NY,2024-03-22,Toyota,Tacoma,2019,69926,25438,23050,2388,Loan,New,47,Truck
Austin Toyota,TX,2021-10-19,Toyota,Prius,2017,44183,28043,24890,3153,Loan,New,48,Hatchback
Brooklyn Toyota,NY,2015-03-10,Toyota,Tacoma,2024,31336,34400,27802,6598,Cash,New,37,Truck
Toyota of Houston,TX,2024-07-06,Toyota,Corolla,2017,56163,20605,19129,1475,Cash,New,46,Sedan
Queens Toyota,NY,2024-02-02,Toyota,Tacoma,2018,29988,27815,22968,4846,Loan,New,25,Truck
Toyota of Houston,TX,2021-08-25,Toyota,Corolla,2012,54931,25841,22415,3425,Lease,New,22,Sedan
San Diego Toyota,CA,2016-12-28,Toyota,Corolla,2024,53616,31091,29380,1710,Loan,New,58,Sedan
Toyota of Los Angeles,CA,2015-08-23,Toyota,Prius,2020,62492,19494,16920,2573,Loan,New,46,Hatchback
Brooklyn Toyota,NY,2020-08-21,Toyota,Tacoma,2011,70831,19118,15912,3206,Cash,New,45,Truck
Toyota of Houston,TX,2017-11-11,Toyota,Corolla,2019,44194,24033,20645,3387,Loan,New,53,Sedan
Bay Area Toyota,CA,2018-10-09,Toyota,Corolla,2016,69166,23944,19392,4551,Loan,New,49,Sedan
Toyota of Los Angeles,CA,2023-08-01,Toyota,Tacoma,2017,66051,21686,18949,2737,Loan,Returning,42,Truck
Toyota of Manhattan,NY,2016-04-06,Toyota,Tacoma,2011,65540,23042,18613,4428,Loan,New,50,Truck
Toyota of Los Angeles,CA,2022-06-18,Toyota,Tundra,2024,4984,37030,32097,4932,Loan,Returning,31,Truck
San Diego Toyota,CA,2021-11-19,Toyota,Rav4,2011,63330,18869,17047,1822,Cash,New,50,SUV
Toyota of Manhattan,NY,2021-11-01,Toyota,Tacoma,2012,94162,9200,8463,736,Lease,New,34,Truck
San Diego Toyota,CA,2022-03-23,Toyota,Corolla,2021,62914,22138,18232,3906,Loan,New,40,Sedan
Toyota of Houston,TX,2018-07-03,Toyota,Tacoma,2014,65332,21699,19348,2351,Loan,Returning,20,Truck
Toyota of Manhattan,NY,2018-05-03,Toyota,Camry,2021,70288,24934,22117,2817,Loan,New,35,Sedan
Austin Toyota,TX,2015-04-26,Toyota,Tundra,2021,68515,17982,15284,2698,Loan,Returning,20,Truck
Toyota of Houston,TX,2023-01-28,Toyota,Camry,2023,27256,27612,25023,2589,Cash,New,51,Sedan
Brooklyn Toyota,NY,2015-04-17,Toyota,Tundra,2019,59752,25719,20744,4975,Loan,New,29,Truck
Brooklyn Toyota,NY,2021-09-17,Toyota,Highlander,2011,57404,16862,15420,1442,Lease,New,60,SUV
Dallas Toyota,TX,2020-01-06,Toyota,Rav4,2011,82273,14848,13106,1741,Cash,New,56,SUV
Brooklyn Toyota,NY,2017-02-04,Toyota,Prius,2017,46703,29166,26824,2342,Cash,New,40,Hatchback
Toyota of Los Angeles,CA,2015-12-16,Toyota,Camry,2011,71010,8631,7774,857,Cash,New,60,Sedan
Toyota of Houston,TX,2023-02-18,Toyota,Highlander,2013,12286,34297,31443,2853,Loan,New,43,SUV
Brooklyn Toyota,NY,2022-02-03,Toyota,Tundra,2022,45171,23797,19355,4442,Loan,New,32,Truck
Queens Toyota,NY,2018-11-26,Toyota,Rav4,2020,22507,23749,19189,4560,Cash,Returning,51,SUV
Toyota of Los Angeles,CA,2017-05-04,Toyota,Rav4,2020,57352,29762,25180,4582,Loan,New,39,SUV
Toyota of Los Angeles,CA,2015-03-27,Toyota,Tacoma,2016,51182,29286,27773,1513,Lease,New,47,Truck
Bay Area Toyota,CA,2024-10-20,Toyota,Tundra,2024,0,33345,30267,3077,Cash,Returning,58,Truck
San Diego Toyota,CA,2023-03-14,Toyota,Corolla,2017,34992,29947,24688,5259,Lease,New,33,Sedan
Queens Toyota,NY,2020-05-10,Toyota,Camry,2010,125019,8889,8407,482,Loan,New,38,Sedan
Toyota of Manhattan,NY,2023-04-02,Toyota,Camry,2012,49811,17914,16248,1665,Lease,New,60,Sedan
Toyota of Houston,TX,2019-04-13,Toyota,Rav4,2012,104574,18483,15025,3458,Lease,New,40,SUV
Brooklyn Toyota,NY,2024-02-12,Toyota,Tundra,2014,67843,21617,20292,1325,Loan,New,39,Truck
Austin Toyota,TX,2020-10-17,Toyota,Tacoma,2011,68504,22278,17893,4384,Loan,New,40,Truck
San Diego Toyota,CA,2015-06-04,Toyota,Tundra,2018,55536,22281,18428,3852,Cash,Returning,37,Truck
Dallas Toyota,TX,2019-12-11,Toyota,Tacoma,2016,51689,26523,23068,3455,Lease,New,40,Truck
Austin Toyota,TX,2023-11-27,Toyota,Tundra,2023,33104,31361,26887,4473,Loan,New,45,Truck
Dallas Toyota,TX,2017-05-12,Toyota,Tacoma,2020,39569,20157,17843,2313,Cash,New,5,Truck
Austin Toyota,TX,2023-08-25,Toyota,Highlander,2016,22045,20749,18830,1919,Cash,New,52,SUV
San Diego Toyota,CA,2017-09-01,Toyota,Corolla,2014,57220,18263,16393,1870,Lease,New,47,Sedan
Brooklyn Toyota,NY,2023-03-21,Toyota,Corolla,2024,17476,30335,27303,3032,Loan,New,61,Sedan
Queens Toyota,NY,2023-02-02,Toyota,Tacoma,2011,90784,12734,10692,2042,Lease,Returning,28,Truck
Queens Toyota,NY,2022-01-07,Toyota,Tundra,2013,62131,26580,23849,2731,Loan,New,38,Truck
Toyota of Manhattan,NY,2017-07-17,Toyota,Prius,2020,58557,31189,28511,2678,Cash,New,44,Hatchback
Dallas Toyota,TX,2021-02-25,Toyota,Rav4,2019,26270,26541,24055,2486,Cash,New,34,SUV
Brooklyn Toyota,NY,2023-01-09,Toyota,Tundra,2018,84770,20015,18282,1732,Loan,New,11,Truck
Toyota of Manhattan,NY,2023-09-18,Toyota,Highlander,2024,4115,30849,27740,3108,Loan,New,48,SUV
Toyota of Los Angeles,CA,2018-04-08,Toyota,Rav4,2018,58860,27604,22243,5361,Loan,New,48,SUV
Queens Toyota,NY,2023-01-21,Toyota,Tacoma,2016,54395,21301,19633,1668,Cash,New,6,Truck
Dallas Toyota,TX,2024-07-14,Toyota,Corolla,2010,100994,18258,16924,1334,Loan,Returning,61,Sedan
Bay Area Toyota,CA,2018-05-07,Toyota,Tundra,2014,44296,16131,13473,2658,Loan,New,39,Truck
Queens Toyota,NY,2020-07-23,Toyota,Tundra,2020,82389,27614,22491,5123,Loan,Returning,32,Truck
Brooklyn Toyota,NY,2022-04-05,Toyota,Camry,2014,72601,14622,12746,1875,Loan,New,51,Sedan
Dallas Toyota,TX,2024-07-13,Toyota,Prius,2019,60957,26516,24812,1703,Loan,New,58,Hatchback
Toyota of Los Angeles,CA,2018-10-01,Toyota,Corolla,2013,82864,19398,16847,2550,Lease,New,46,Sedan
Bay Area Toyota,CA,2020-03-12,Toyota,Prius,2022,32308,25713,24383,1329,Loan,New,53,Hatchback
Dallas Toyota,TX,2022-02-03,Toyota,Camry,2021,19056,32878,30025,2852,Loan,Returning,40,Sedan
Dallas Toyota,TX,2022-11-17,Toyota,Camry,2022,89614,33905,28231,5673,Cash,New,32,Sedan
Austin Toyota,TX,2022-06-25,Toyota,Tundra,2021,49181,26361,24367,1994,Lease,New,27,Truck
San Diego Toyota,CA,2018-10-11,Toyota,Tundra,2015,74692,15002,13504,1498,Cash,New,52,Truck
Austin Toyota,TX,2018-12-11,Toyota,Tacoma,2023,22400,29227,23968,5258,Lease,New,21,Truck
San Diego Toyota,CA,2023-10-26,Toyota,Tundra,2023,32933,28476,25755,2721,Loan,New,54,Truck
Bay Area Toyota,CA,2017-11-12,Toyota,Tacoma,2010,68396,18015,15921,2094,Cash,New,24,Truck
Toyota of Houston,TX,2021-12-26,Toyota,Corolla,2018,95337,22007,20343,1663,Loan,New,34,Sedan
Toyota of Los Angeles,CA,2024-03-12,Toyota,Highlander,2017,21890,30981,25065,5916,Loan,New,59,SUV
Toyota of Houston,TX,2017-12-23,Toyota,Prius,2013,55534,19449,17011,2437,Lease,New,59,Hatchback
San Diego Toyota,CA,2016-07-01,Toyota,Rav4,2011,58719,17151,14434,2716,Loan,New,43,SUV
Austin Toyota,TX,2020-02-01,Toyota,Rav4,2023,19608,34592,31766,2825,Cash,New,44,SUV
Bay Area Toyota,CA,2016-02-10,Toyota,Tacoma,2011,63773,19290,15582,3708,Loan,Returning,53,Truck
Dallas Toyota,TX,2018-02-10,Toyota,Camry,2014,55072,20208,18208,2000,Loan,New,15,Sedan
Queens Toyota,NY,2018-05-11,Toyota,Tundra,2022,7140,33937,27854,6082,Loan,New,54,Truck
Toyota of Los Angeles,CA,2024-08-24,Toyota,Rav4,2018,53066,19062,16822,2239,Lease,New,35,SUV
Dallas Toyota,TX,2018-04-04,Toyota,Prius,2013,73373,17169,13889,3280,Loan,Returning,44,Hatchback
Dallas Toyota,TX,2019-05-12,Toyota,Rav4,2019,11196,30556,25065,5490,Loan,New,36,SUV
Toyota of Los Angeles,CA,2020-03-13,Toyota,Tundra,2015,67739,29706,27661,2045,Lease,New,29,Truck
Dallas Toyota,TX,2023-11-20,Toyota,Tundra,2021,54535,33782,31968,1813,Lease,New,33,Truck
Austin Toyota,TX,2021-09-16,Toyota,Camry,2015,79553,16093,13876,2216,Cash,Returning,42,Sedan
Toyota of Houston,TX,2019-12-20,Toyota,Rav4,2019,72667,24162,22405,1757,Loan,New,60,SUV
Bay Area Toyota,CA,2024-11-23,Toyota,Corolla,2022,9270,36328,32933,3395,Loan,New,48,Sedan
Toyota of Los Angeles,CA,2017-07-28,Toyota,Camry,2017,74433,25648,20692,4955,Loan,New,23,Sedan
Toyota of Manhattan,NY,2021-07-14,Toyota,Tundra,2024,23389,28765,27237,1527,Lease,New,28,Truck
Dallas Toyota,TX,2017-04-14,Toyota,Prius,2014,77643,20017,18877,1140,Loan,New,10,Hatchback
Brooklyn Toyota,NY,2019-12-03,Toyota,Corolla,2019,27738,27887,24506,3380,Cash,Returning,50,Sedan
Brooklyn Toyota,NY,2022-06-09,Toyota,Prius,2015,84775,14054,13338,715,Loan,New,35,Hatchback
Austin Toyota,TX,2018-12-15,Toyota,Camry,2019,68846,23165,19349,3816,Cash,New,51,Sedan
Toyota of Houston,TX,2019-03-18,Toyota,Rav4,2014,54388,20068,18905,1162,Loan,Returning,10,SUV
San Diego Toyota,CA,2018-02-06,Toyota,Prius,2019,55456,28137,25785,2352,Loan,Returning,19,Hatchback
Austin Toyota,TX,2021-09-14,Toyota,Tundra,2021,32980,29804,26283,3521,Cash,New,34,Truck
Toyota of Manhattan,NY,2015-10-04,Toyota,Tacoma,2021,33480,29897,27388,2508,Cash,Returning,55,Truck
Austin Toyota,TX,2018-10-21,Toyota,Tundra,2018,53266,27401,23569,3832,Loan,New,34,Truck
Dallas Toyota,TX,2024-04-10,Toyota,Prius,2018,49061,23829,21422,2407,Lease,New,14,Hatchback
Toyota of Houston,TX,2017-10-07,Toyota,Highlander,2013,73831,25944,24266,1677,Loan,New,13,SUV
Dallas Toyota,TX,2019-11-14,Toyota,Tundra,2014,102157,26701,24034,2666,Loan,New,38,Truck
Toyota of Manhattan,NY,2018-12-19,Toyota,Camry,2021,68717,30570,27935,2634,Loan,New,30,Sedan
Queens Toyota,NY,2018-06-05,Toyota,Tacoma,2019,96164,20860,16743,4117,Cash,New,50,Truck
Toyota of Los Angeles,CA,2018-06-27,Toyota,Tacoma,2011,81085,15176,13546,1629,Lease,New,53,Truck
Austin Toyota,TX,2019-07-20,Toyota,Camry,2015,24033,25876,22008,3867,Loan,New,45,Sedan
Dallas Toyota,TX,2018-09-26,Toyota,Camry,2011,68420,14373,12692,1680,Loan,New,46,Sedan
San Diego Toyota,CA,2016-10-04,Toyota,Prius,2017,57799,16757,14321,2436,Loan,New,47,Hatchback
Brooklyn Toyota,NY,2023-03-23,Toyota,Corolla,2014,100969,15182,12901,2280,Loan,New,48,Sedan
Dallas Toyota,TX,2021-10-18,Toyota,Camry,2018,38194,21783,19952,1831,Cash,New,43,Sedan
Dallas Toyota,TX,2018-11-16,Toyota,Rav4,2022,30409,31508,26447,5061,Cash,New,21,SUV
Toyota of Houston,TX,2021-02-28,Toyota,Corolla,2013,47514,15063,12557,2506,Loan,Returning,30,Sedan
Brooklyn Toyota,NY,2016-02-08,Toyota,Tacoma,2013,72612,17361,15253,2108,Loan,New,29,Truck
Brooklyn Toyota,NY,2015-08-22,Toyota,Prius,2010,86062,12991,10917,2073,Loan,New,43,Hatchback
Toyota of Los Angeles,CA,2020-06-24,Toyota,Camry,2018,70555,29015,25814,3200,Loan,New,41,Sedan
Austin Toyota,TX,2021-06-13,Toyota,Highlander,2014,79372,16791,14427,2363,Cash,Returning,45,SUV
Toyota of Houston,TX,2016-09-15,Toyota,Camry,2022,12271,30356,26302,4054,Loan,New,34,Sedan
Toyota of Manhattan,NY,2020-02-02,Toyota,Highlander,2016,39897,24410,21711,2698,Cash,New,46,SUV
Bay Area Toyota,CA,2015-12-15,Toyota,Corolla,2017,46836,24404,20763,3641,Loan,New,0,Sedan
Brooklyn Toyota,NY,2023-02-20,Toyota,Tundra,2016,46472,20798,18641,2157,Loan,New,15,Truck
Bay Area Toyota,CA,2023-09-17,Toyota,Prius,2020,61412,22904,18382,4522,Cash,Returning,24,Hatchback
Toyota of Houston,TX,2023-11-02,Toyota,Tacoma,2023,51682,29025,27168,1856,Loan,New,45,Truck
Dallas Toyota,TX,2022-06-06,Toyota,Corolla,2017,77930,22066,20371,1695,Cash,New,47,Sedan
